"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,"Agent 1",1,9,9,8192,3,"__amd_rocclr_fillBufferAligned",256,0,0,16,0,128,"SQ_INSTS_VALU",0.00000000e+00,311622868751628,311622869644638
1,1,"Agent 1",1,9,9,8192,3,"__amd_rocclr_fillBufferAligned",256,0,0,16,0,128,"SQ_WAVES",256.000000,311622868751628,311622869644638
2,2,"Agent 1",1,9,9,16777216,19,"read_f4(HIP_vector_type<float, 4u> const*, float*, unsigned long)",256,0,0,8,0,128,"SQ_INSTS_VALU",0.00000000e+00,311622870496686,311622871556417
2,2,"Agent 1",1,9,9,16777216,19,"read_f4(HIP_vector_type<float, 4u> const*, float*, unsigned long)",256,0,0,8,0,128,"SQ_WAVES",524288.000000,311622870496686,311622871556417
